"te","meaning","language","item","ipa","xsampa","lv","n_phon","n_syll","syll","freq","freq_syll","list"
771,"painting","Spanish","pintura","pinˈtu.ɾa","pin""tu.4a",0.75,7,3,"pin, tu, 4a",5.80762388870073,20.0950490070407,"D"
772,"bracelet","Catalan","polsera","puɫˈse.ɾə","pu5""se.4@",0.714285714285714,7,3,"pu5, se, 4@",5.95621594031875,19.2928165142698,"A"
772,"bracelet","Spanish","pulsera","pulˈse.ɾa","pul""se.4a",0.714285714285714,7,3,"pul, se, 4a",5.95621594031875,20.056247499418,"A"
773,"puzzle","Catalan","puzzle","ˈpuz.ɫə","""puz.5@",0.4,5,2,"puz, 5@",6.1477782690265,12.8647561801434,"B"
773,"puzzle","Spanish","puzzle","ˈpuθ.le","""puT.le",0.4,5,2,"puT, le",6.1477782690265,13.0470642609735,"B"
774,"racket","Catalan","raqueta","rəˈkɛ.tə","r@""kE.t@",0.5,6,3,"r@, kE, t@",6.32121102482544,20.9102375668556,"C"
774,"racket","Spanish","raqueta","raˈke.ta","ra""ke.ta",0.5,6,3,"ra, ke, ta",6.32121102482544,21.0640123577957,"C"
775,"rake (object)","Catalan","rastell","rəsˈteʎ","r@s""teL",0.5,6,2,"r@s, teL",5.99116243950972,12.7585293430771,"D"
775,"rake (object)","Spanish","rastrillo","rasˈtɾi.ʎo","ras""t4i.Lo",0.5,8,3,"ras, t4i, Lo",5.99116243950972,19.2413547408823,"D"
776,"drum (object)","Catalan","tambor","təmˈbo","t@m""bo",0.666666666666667,5,2,"t@m, bo",5.94909673861398,12.7218348228547,"A, B, C, D"
776,"drum (object)","Spanish","tambor","tamˈboɾ","tam""bo4",0.666666666666667,6,2,"tam, bo4",5.94909673861398,11.898193477228,"A, B, C, D"
777,"ambulance","Catalan","ambulancia","əm.buˈɫan.si.ə","@m.bu""5an.si.@",0.5,10,5,"@m, bu, 5an, si, @",5.96633260103855,32.9565080511103,"D"
777,"ambulance","Spanish","ambulancia","am.buˈlan.θja","am.bu""lan.Tja",0.5,10,4,"am, bu, lan, Tja",5.96633260103855,24.4425737752091,"D"
779,"airplane","Catalan","avio","ə.βiˈo","@.Bi""o",0.4,4,3,"@, Bi, o",6.06380061795322,20.5644539455392,"A, B, C, D"
779,"airplane","Spanish","avion","aˈβjon","a""Bjon",0.4,5,2,"a, Bjon",6.06380061795322,13.4643004749983,"A, B, C, D"
780,"boat","Catalan","vaixell","bəˈʃeʎ","b@""SeL",0.2,5,2,"b@, SeL",6.05737682181196,12.8304618726448,"A, B, C, D"
780,"boat","Spanish","barco","ˈbaɾ.ko","""ba4.ko",0.2,5,2,"ba4, ko",6.05737682181196,13.5031937189503,"A, B, C, D"
781,"bicycle","Catalan","bici","bi.si","bi.si",0.75,4,2,"bi, si",5.8587901739403,13.4188875460954,"A, B, C, D"
781,"bicycle","Spanish","bici","ˈbi.θi","""bi.Ti",0.75,4,2,"bi, Ti",5.8587901739403,13.3930967810618,"A, B, C, D"
783,"truck","Catalan","camio","kə.miˈo","k@.mi""o",0.5,5,3,"k@, mi, o",6.27601919552345,20.7644352199381,"A, B, C, D"
783,"truck","Spanish","camion","kaˈmjon","ka""mjon",0.5,6,2,"ka, mjon",6.27601919552345,13.7165726588963,"A, B, C, D"
785,"trolley","Catalan","cistellacompra","sisˈte.ʎə","sis""te.L@",0,7,3,"sis, te, L@",5.99863018679516,19.5605647420824,"A, B, C, D"
785,"trolley","Spanish","carrito","kaˈri.to","ka""ri.to",0,6,3,"ka, ri, to",5.99863018679516,21.0018210942891,"A, B, C, D"
786,"car","Catalan","cotxe","ˈkɔ.t͡ʃə","""kO.t͡S@",0.5,6,2,"kO, t͡S@",6.3257540546513,12.8954400962518,"A, B, C, D"
786,"car","Spanish","coche","ˈk.otʃe","""k.otSe",0.5,5,2,"k, otSe",6.3257540546513,12.6515081093026,"A, B, C, D"
788,"trolley","Catalan","cotxet","ku.t͡ʃet","ku.t͡Set",0.444444444444444,7,2,"ku, t͡Set",5.99863018679516,12.9476113139567,"C"
788,"trolley","Spanish","cochecito","ko.tʃeˈθi.to","ko.tSe""Ti.to",0.444444444444444,9,4,"ko, tSe, Ti, to",5.99863018679516,27.7870774510748,"C"
791,"crane","Catalan","grua","ˈɡɾu.ə","""g4u.@",0.5,4,2,"g4u, @",5.84188982292969,13.0461034296063,"B"
791,"crane","Spanish","grua","ˈɡɾw.a","""g4w.a",0.5,4,2,"g4w, a",5.84188982292969,13.2423896799748,"B"
792,"helicopter","Catalan","helicopter","ə.ɫiˈkɔp.tər","@.5i""kOp.t@r",0.4,9,4,"@, 5i, kOp, t@r",5.90715936024038,25.631898236571,"C"
792,"helicopter","Spanish","helicoptero","eliˈkop.te.ɾo","eli""kop.te.4o",0.4,10,4,"eli, kop, te, 4o",5.90715936024038,25.811534148063,"C"
793,"subway","Catalan","metro","ˈmɛ.tɾu","""mE.t4u",0.6,5,2,"mE, t4u",5.98762828828309,11.9752565765662,"D"
793,"subway","Spanish","metro","ˈme.tɾo","""me.t4o",0.6,5,2,"me, t4o",5.98762828828309,12.8337556424029,"D"
794,"motorcycle","Catalan","moto","ˈmo.tu","""mo.tu",0.75,4,2,"mo, tu",6.19534184431144,13.5012518943919,"A, B, C, D"
794,"motorcycle","Spanish","moto","ˈmo.to","""mo.to",0.75,4,2,"mo, to",6.19534184431144,14.0283800846043,"A, B, C, D"
795,"skate (object)","Catalan","patins","pəˈtins","p@""tins",0.714285714285714,6,2,"p@, tins",5.80865062243749,12.7414720854323,"B"
795,"skate (object)","Spanish","patines","paˈti.nes","pa""ti.nes",0.714285714285714,7,3,"pa, ti, nes",5.80865062243749,21.0561368705175,"B"
796,"tractor","Catalan","tractor","tɾəkˈto","t4@k""to",0.714285714285714,6,2,"t4@k, to",6.0717881696916,12.5862063259811,"C"
796,"tractor","Spanish","tractor","tɾakˈtoɾ","t4ak""to4",0.714285714285714,7,2,"t4ak, to4",6.0717881696916,12.4126908536585,"C"
797,"train","Catalan","tren","tɾɛn","t4En",0.75,4,1,"t4En",6.26981452706081,6.26981452706081,"A, B, C, D"
797,"train","Spanish","tren","tɾen","t4en",0.75,4,1,"t4en",6.26981452706081,6.26981452706081,"A, B, C, D"
798,"tricycle","Catalan","tricicle","tɾiˈsi.kɫə","t4i""si.k5@",0.625,8,3,"t4i, si, k5@",5.84608500912241,18.842817870739,"A"
798,"tricycle","Spanish","triciclo","tɾiˈθi.klo","t4i""Ti.klo",0.625,8,3,"t4i, Ti, klo",5.84608500912241,18.8828436403392,"A"
